,bothfoot_L,swing_L,bothfoot_R,swing_R,stand_L,stand_R,cluster_id
1388,782,331,675,435,551,571,2
1389,881,239,675,450,547,574,2
1390,932,168,675,465,508,593,2
1391,1110,128,690,525,533,707,2
1392,910,236,660,480,543,607,2
1393,912,218,660,465,550,582,2
1394,881,248,690,450,541,590,2
1395,900,274,675,480,566,614,2
1396,840,320,705,465,556,604,2
1397,950,250,705,510,542,659,2
1398,969,182,660,464,576,583,2
1399,821,324,720,434,571,580,2
1400,850,284,690,479,541,599,2
1401,930,240,660,525,526,644,2
1402,880,301,675,465,576,614,2
1403,860,317,690,465,601,579,2
1404,1021,308,720,600,612,719,2
1405,960,334,765,525,622,678,2
1406,950,201,720,525,537,623,2
1407,1080,142,645,540,582,648,2
1408,960,723,795,630,847,843,2
1409,830,313,900,495,602,548,2
1410,960,237,735,539,527,673,2
1411,940,219,645,479,562,598,2
1412,870,277,690,479,541,609,2
1413,870,246,659,434,566,554,2
1414,890,223,690,449,546,574,2
1415,900,210,645,465,546,564,2
1416,910,226,660,480,546,594,2
1417,880,233,675,450,541,579,2
1418,940,178,660,465,536,584,2
1419,920,208,660,465,541,589,2
1420,970,209,645,510,566,614,2
1421,900,231,675,480,551,589,2
1422,870,242,675,435,561,559,2
1423,860,253,675,435,571,549,2
1424,920,224,690,480,551,599,2
1425,920,207,675,464,541,589,2
1426,920,209,660,464,545,585,2
1427,880,253,659,464,560,580,2
1428,860,258,674,449,555,565,2
1429,940,191,675,465,555,585,2
1430,910,200,675,450,540,570,2
1431,911,205,660,450,551,570,2
1432,910,190,675,450,526,574,2
1433,930,194,645,450,561,569,2
1434,890,234,675,465,551,579,2
1435,1030,156,660,450,536,1684,2
1436,930,177,645,465,536,574,2
1437,860,234,645,450,541,559,2
1438,900,198,645,450,546,554,2
1439,890,239,660,479,536,594,2
1440,920,173,645,464,525,575,2
1441,930,168,645,449,530,570,2
1442,910,166,645,434,530,550,2
1443,910,175,645,450,525,565,2
1444,910,182,630,450,545,555,2
1445,881,220,645,465,536,565,2
1446,940,172,660,450,546,574,2
1447,921,185,645,480,532,579,2
1448,960,161,645,465,552,578,2
1449,920,183,660,510,492,618,2
1450,900,212,600,465,547,573,2
1451,900,188,660,450,527,563,2
1452,941,164,645,450,542,568,2
1453,910,179,645,464,522,568,2
1454,880,212,645,449,527,573,2
1455,910,185,630,464,531,569,2
1456,911,165,644,434,532,549,2
1457,910,205,630,464,557,563,2
1458,1070,144,675,465,547,1693,2
1459,942,184,660,465,554,578,2
1460,962,155,675,450,551,571,2
1461,930,177,660,465,536,574,2
1462,120,212,660,450,566,574,2
1463,820,272,690,495,481,619,2
1464,860,242,600,450,541,569,2
1465,930,200,660,465,546,584,2
1466,950,167,675,465,526,594,2
1467,931,204,660,464,541,599,2
1468,950,169,660,479,521,599,2
1469,950,185,645,464,550,590,2
1470,940,186,675,449,555,575,2
1471,970,141,675,450,550,570,2
1472,920,178,660,450,540,560,2
1473,970,161,645,480,555,585,2
1474,1001,151,675,465,576,585,2
1475,930,214,690,450,586,564,2
1476,970,183,705,495,546,614,2
1477,971,156,675,465,537,594,2
1478,1010,144,660,450,587,573,2
1479,961,169,690,480,547,583,2
1480,1020,138,675,465,567,593,2
1481,1010,190,690,450,547,1713,2
1482,890,246,675,464,546,594,2
1483,940,202,675,464,556,594,2
1484,910,215,675,479,531,599,2
1485,940,189,645,480,536,594,2
1486,990,148,660,465,551,589,2
1487,990,162,675,465,571,589,2
1488,1010,180,705,465,591,599,2
1489,1010,168,735,480,556,624,2
1490,1020,176,690,525,541,659,2
1491,990,162,675,465,561,599,2
1492,960,185,675,465,571,579,2
1493,1000,154,690,480,561,599,2
1494,980,185,690,449,591,579,2
1495,1010,166,705,494,571,609,2
1496,980,175,690,479,560,600,2
1497,980,173,674,479,565,595,2
1498,980,170,690,464,560,590,2
1499,1040,152,705,495,560,640,2
1500,961,212,690,450,601,580,2
1501,1040,183,735,510,586,644,2
1502,940,211,705,480,561,599,2
1503,1030,184,690,510,581,639,2
1504,970,242,705,510,586,634,2
1505,950,197,705,465,566,584,2
1506,900,227,675,465,556,574,2
1507,890,292,660,495,591,599,2
1508,840,297,675,465,591,549,2
1509,860,292,705,464,581,579,2
1510,970,227,690,494,595,605,2
1511,970,219,749,479,555,635,2
1512,921,239,690,479,546,615,2
1513,950,169,660,480,526,594,2
1514,1000,157,645,465,576,584,2
1515,930,218,690,495,541,609,2
1516,1030,107,660,450,571,569,2
1517,900,262,690,465,586,584,2
1518,940,204,705,465,566,584,2
1519,940,178,675,465,546,574,2
1520,1031,134,675,480,562,609,2
1521,1020,146,690,450,592,578,2
1522,1001,142,705,509,528,623,2
1523,940,206,645,509,523,627,2
1524,1000,153,660,464,557,603,2
1525,1010,155,674,494,557,613,2
1526,922,194,690,450,539,583,2
1527,961,182,660,465,565,586,2
1528,1040,113,690,495,540,620,2
1529,991,180,675,465,571,600,2
1530,890,299,705,495,561,629,2
1531,932,251,690,480,583,609,2
1532,931,228,705,465,574,587,2
1533,951,215,705,465,575,596,2
1534,961,208,705,480,561,610,2
1535,911,273,690,480,582,609,2
1536,871,320,705,495,573,618,2
1537,930,266,720,494,558,642,2
1538,1000,159,690,524,502,658,2
1539,1040,164,644,494,572,638,2
1540,1020,163,719,449,592,598,2
1541,1020,167,720,480,582,608,2
1542,1020,186,720,495,577,633,2
1543,1020,195,720,480,597,623,2
1544,1020,160,735,525,517,663,2
1545,1080,133,660,480,597,623,2
1546,1020,163,720,495,572,618,2
1547,1050,160,720,480,582,628,2
1548,1010,188,735,465,582,618,2
1549,1010,195,705,495,592,618,2
1550,1001,192,720,480,592,608,2
1551,950,205,720,464,567,593,2
1552,950,178,690,479,527,604,2
1553,930,219,645,494,536,614,2
1554,960,168,660,479,526,604,2
1555,1000,165,660,480,556,614,2
1556,920,173,675,450,531,569,2
1557,960,182,645,510,526,624,2
1558,880,233,630,435,581,539,2
1559,940,197,705,480,536,604,2
1560,960,163,660,465,541,589,2
1561,960,163,660,495,516,614,2
1562,1020,132,645,480,551,609,2
1563,960,162,675,465,541,589,2
1564,960,181,675,465,551,599,2
1565,910,198,675,465,521,589,2
1566,940,180,645,449,546,574,2
1567,960,158,675,464,525,595,2
1568,890,262,644,479,560,600,2
1569,940,182,675,465,550,580,2
1570,971,222,690,450,611,590,2
1571,980,161,720,450,582,559,2
1572,1009,194,735,480,576,633,2
1573,970,174,690,495,541,609,2
1574,1040,135,690,480,551,629,2
1575,960,189,675,480,546,604,2
1576,970,147,675,480,511,609,2
1577,1000,163,645,510,526,644,2
1578,980,142,645,480,531,599,2
1579,990,167,645,479,566,594,2
1580,960,120,690,449,506,574,2
1581,970,128,645,419,541,559,2
1582,1000,130,676,434,560,570,2
1583,980,124,705,435,530,580,2
1584,960,161,645,495,520,610,2
1585,901,219,645,495,501,620,2
1586,961,186,630,480,542,609,2
1587,990,184,675,525,522,658,2
1588,1000,192,645,495,582,618,2
1589,980,140,705,480,517,603,2
1590,950,171,630,480,537,593,2
1591,980,187,660,480,567,603,2
1592,970,168,720,480,507,633,2
1593,990,134,645,450,542,588,2
1594,920,199,660,450,552,568,2
1595,951,190,675,479,538,603,2
1596,1022,151,675,495,549,633,2
1597,940,165,674,479,504,606,2
1598,972,122,615,480,511,591,2
1599,950,179,630,480,531,599,2
1600,931,172,675,450,517,594,2
1601,960,113,630,495,472,608,2
1602,971,160,600,495,508,623,2
1603,900,167,630,435,513,557,2
1604,933,165,615,450,551,552,2
1605,950,160,675,465,521,589,2
1606,890,199,630,465,516,574,2
1607,960,171,630,480,546,594,2
1608,0,173,0,0,0,0,0
1609,0,165,0,0,0,0,0
1610,0,126,0,0,0,0,0
1611,0,156,0,0,0,0,0
1612,0,183,0,0,0,0,0
1613,0,180,0,0,0,0,0
1614,0,185,0,0,0,0,0
1615,0,148,0,675,0,0,0
1616,0,187,0,0,0,0,0
1617,0,185,0,0,0,0,0
1618,0,191,0,0,0,0,0
1619,0,205,0,0,0,0,0
1620,0,195,0,0,0,0,0
1621,0,207,0,0,0,0,0
1622,0,190,0,0,0,0,0
1623,0,130,0,0,0,0,0
1624,0,237,0,0,0,0,0
1625,0,168,0,0,0,0,0
1626,0,173,0,0,0,0,0
1627,0,180,0,0,0,0,0
1628,0,203,0,0,0,0,0
1629,0,169,0,0,0,0,0
1630,0,190,0,0,0,0,0
1631,0,205,0,0,0,0,0
1632,0,206,0,0,0,0,0
1633,840,127,0,765,406,564,2
1634,7130,123,735,465,572,6689,3
1635,1050,135,691,494,576,614,2
1636,1030,183,734,449,551,1779,2
1637,960,167,675,450,556,574,2
1638,1000,144,690,450,566,584,2
1639,950,188,690,465,551,589,2
1640,940,199,690,465,536,604,2
1641,950,215,675,465,566,604,2
1642,980,173,690,480,556,604,2
1643,980,152,675,450,571,569,2
1644,920,224,690,480,551,599,2
1645,930,230,675,480,556,604,2
1646,910,244,690,480,546,614,2
1647,980,151,645,465,576,564,2
1648,950,174,705,450,551,579,2
1649,860,268,660,464,555,575,2
1650,1020,152,690,479,565,615,2
1651,980,173,690,479,555,605,2
1652,910,235,675,465,565,585,2
1653,980,212,690,495,580,620,2
1654,901,215,675,465,561,560,2
1655,1040,105,675,465,571,579,2
1656,910,229,690,465,556,584,2
1657,880,246,675,465,546,584,2
1658,880,244,675,465,536,594,2
1659,850,288,660,465,551,589,2
1660,960,173,675,465,551,589,2
1661,931,206,660,479,552,589,2
1662,910,213,675,464,542,588,2
1663,920,235,675,479,547,613,2
1664,881,257,675,449,562,579,2
1665,960,217,690,479,572,608,2
1666,910,279,690,495,577,613,2
1667,1060,118,720,480,557,623,2
1668,942,214,675,465,579,583,2
1669,931,205,705,465,550,591,2
1670,831,295,660,465,556,575,2
1671,900,227,690,450,546,584,2
1672,840,277,660,450,556,564,2
1673,880,229,675,450,541,569,2
1674,871,228,660,450,531,569,2
1675,880,218,645,450,536,564,2
1676,890,232,675,435,556,574,2
1677,850,272,675,449,561,569,2
1678,870,277,690,464,556,594,2
1679,870,249,661,464,550,570,2
1680,850,271,675,434,570,560,2
1681,871,224,690,450,531,570,2
1682,920,195,645,465,541,579,2
1683,970,119,660,450,521,569,2
1684,881,227,630,465,537,574,2
1685,880,218,645,450,542,558,2
1686,920,196,660,450,552,568,2
1687,870,250,675,465,532,588,2
1688,920,212,660,450,562,578,2
1689,850,255,675,450,547,563,2
1690,910,202,660,450,557,563,2
1691,910,210,675,450,552,568,2
1692,880,226,660,464,537,573,2
1693,970,162,645,479,551,589,2
1694,940,179,660,464,546,574,2
1695,900,243,675,449,571,579,2
1696,910,242,690,465,576,584,2
1697,930,229,705,465,566,594,2
1698,920,222,690,465,561,589,2
1699,860,268,675,465,551,579,2
1700,860,260,660,465,546,574,2
1701,900,264,675,465,576,594,2
1702,830,311,690,465,571,579,2
1703,910,248,690,480,561,599,2
1704,900,246,675,480,556,594,2
1705,900,238,675,465,556,584,2
1706,860,261,675,449,561,569,2
1707,870,255,675,464,550,580,2
1708,940,179,659,449,560,560,2
1709,950,229,689,494,555,625,2
1710,960,141,690,450,525,585,2
1711,881,181,645,435,516,555,2
1712,840,284,555,510,581,549,2
1713,990,215,705,495,591,619,2
1714,1020,242,735,495,631,639,2
1715,1050,223,765,495,651,629,2
1716,980,217,780,480,591,609,2
1717,970,244,735,495,581,639,2
1718,990,210,720,495,566,634,2
1719,950,229,705,480,561,619,2
1720,920,212,675,450,576,564,2
1721,950,199,690,479,556,594,2
1722,880,307,690,479,575,615,2
1723,900,243,704,479,540,610,2
1724,990,241,690,494,595,645,2
1725,900,278,720,480,575,605,2
1726,911,280,690,495,581,610,2
1727,960,271,720,495,606,634,2
1728,941,254,750,495,562,639,2
1729,920,279,690,495,577,623,2
1730,930,286,720,510,567,653,2
1731,950,283,705,510,592,648,2
1732,921,279,720,495,578,623,2
1733,932,269,720,494,565,637,2
1734,961,245,705,479,591,620,2
1735,941,277,720,509,581,640,2
1736,950,220,719,479,551,619,2
1737,910,246,674,479,556,604,2
1738,930,208,675,464,556,584,2
1739,880,232,675,465,536,584,2
1740,930,196,645,480,541,589,2
1741,900,216,660,465,536,584,2
1742,920,211,675,465,536,604,2
1743,860,275,645,480,551,589,2
1744,931,211,660,480,553,589,2
1745,939,194,675,465,552,587,2
1746,900,246,675,480,547,603,2
1747,911,210,660,479,528,593,2
1748,940,202,660,480,538,612,2
1749,940,195,660,479,538,602,2
1750,901,231,660,464,554,587,2
1751,902,243,676,479,550,602,2
1752,880,261,674,464,560,590,2
1753,900,240,675,479,545,595,2
1754,961,172,675,450,561,580,2
1755,900,220,675,450,556,564,2
1756,970,159,675,465,546,584,2
1757,961,168,660,480,537,594,2
1758,890,272,660,465,582,588,2
1759,930,200,690,480,542,588,2
1760,910,251,675,480,557,613,2
1761,870,262,660,480,557,583,2
1762,990,185,675,495,567,613,2
1763,910,246,690,480,557,603,2
1764,940,205,690,480,537,613,2
1765,890,196,645,449,531,559,2
1766,940,180,645,464,541,579,2
1767,900,232,660,479,541,599,2
1768,880,252,660,465,556,584,2
1769,900,216,660,465,551,569,2
1770,900,221,675,450,547,574,2
1771,869,243,660,465,541,578,2
1772,870,243,660,465,536,584,2
1773,940,159,645,465,526,574,2
1774,870,238,645,450,541,569,2
1775,830,265,660,450,531,569,2
1776,910,201,645,450,556,564,2
1777,900,210,675,450,541,569,2
1778,960,220,675,494,551,629,2
1779,1000,209,690,479,591,619,2
1780,980,189,720,479,561,610,2
1781,940,181,675,464,550,580,2
1782,850,258,660,449,550,560,2
1783,940,196,660,480,550,590,2
1784,970,176,675,480,545,605,2
1785,901,245,675,480,541,610,2
1786,900,217,645,480,536,584,2
1787,950,173,660,465,541,589,2
1788,980,286,645,480,591,1709,2
1789,910,225,720,465,546,594,2
1790,930,236,675,480,561,609,2
1791,980,134,675,450,556,564,2
1792,880,282,675,479,571,599,2
1793,980,151,690,479,531,600,2
1794,889,279,644,479,575,594,2
1795,880,252,690,509,515,625,2
1796,790,304,630,450,535,565,2
1797,961,162,645,465,556,575,2
1798,960,168,690,450,546,584,2
1799,850,243,675,450,521,579,2
1800,820,255,645,435,521,559,2
1801,901,191,630,450,542,559,2
1802,830,253,645,450,537,553,2
1803,870,261,645,450,582,558,2
1804,850,246,690,465,527,573,2
1805,980,186,645,480,572,598,2
1806,930,210,705,479,527,613,2
1807,930,228,660,464,562,598,2
1808,990,183,690,479,571,609,2
1809,860,260,690,449,551,569,2
1810,1012,153,690,464,568,604,2
1811,940,216,705,480,543,617,2
1812,993,165,675,480,551,612,2
1813,900,142,645,450,506,544,2
1814,900,137,600,435,511,529,2
1815,0,176,0,450,496,0,0
1816,970,163,330,465,571,569,2
1817,880,265,690,480,551,599,2
1818,960,195,675,480,556,604,2
1819,880,239,675,465,536,584,2
1820,940,203,660,480,546,604,2
1821,901,209,660,464,532,579,2
1822,900,255,660,464,567,593,2
1823,890,248,690,464,552,588,2
1824,921,269,675,479,587,604,2
1825,971,173,705,464,568,583,2
1826,952,190,690,450,570,572,2
1827,1000,175,705,480,565,615,2
1828,961,199,690,495,541,620,2
1829,1000,144,660,465,566,584,2
1830,881,258,675,480,552,589,2
1831,920,211,675,450,567,573,2
1832,920,228,690,465,562,588,2
1833,930,217,675,480,557,593,2
1834,1010,169,675,465,597,583,2
1835,970,186,720,465,572,588,2
1836,1020,171,690,495,587,613,2
1837,961,236,720,464,602,598,2
1838,1000,178,704,449,551,1769,2
1839,890,301,690,464,596,604,2
1840,980,192,735,480,561,619,2
1841,970,189,690,465,566,594,2
1842,990,184,705,465,576,604,2
1843,960,189,705,480,541,609,2
1844,980,195,675,465,581,599,2
1845,920,229,690,480,561,589,2
1846,970,193,705,465,561,609,2
1847,990,209,690,495,576,624,2
1848,980,209,705,480,581,609,2
1849,870,292,720,465,566,604,2
1850,950,216,690,479,566,604,2
1851,960,208,690,479,565,605,2
1852,930,207,674,479,550,590,2
1853,930,226,675,464,570,590,2
1854,1010,157,705,480,555,615,2
1855,961,203,675,480,571,600,2
1856,960,207,690,480,571,599,2
1857,910,247,705,450,576,584,2
1858,890,242,705,435,576,564,2
1859,920,232,705,450,581,579,2
1860,1000,166,705,465,581,589,2
1861,1010,200,705,495,591,619,2
1862,1010,191,720,495,577,624,2
1863,959,211,690,464,601,578,2
1864,2460,173,750,539,660,3000,1
1865,1200,185,825,629,595,795,2
1866,1109,159,690,510,551,2990,1
1867,970,187,675,480,556,604,2
1868,950,186,675,465,556,584,2
1869,1050,118,705,480,541,629,2
1870,1020,155,690,465,566,614,2
1871,990,193,705,480,571,619,2
1872,1050,160,720,480,581,629,2
1873,1060,140,735,465,581,619,2
1874,1010,125,720,464,536,604,2
1875,990,160,660,494,531,620,2
1876,1001,179,675,479,556,625,2
1877,990,148,690,464,541,599,2
1878,980,178,690,450,561,599,2
1879,972,141,690,450,543,579,2
1880,952,171,675,450,550,582,2
1881,940,167,675,450,535,575,2
1882,971,183,660,480,556,605,2
1883,980,189,690,480,556,614,2
1884,1090,155,675,450,571,1739,2
1885,1050,133,705,510,546,644,2
1886,991,164,660,480,567,594,2
1887,970,226,705,464,597,603,2
1888,950,186,720,464,552,588,2
1889,930,186,690,434,546,574,2
1890,961,159,674,464,527,594,2
1891,980,162,660,465,552,598,2
1892,900,200,675,450,527,573,2
1893,870,216,645,465,507,583,2
1894,870,214,615,450,532,558,2
1895,930,263,660,495,577,623,2
1896,960,168,690,465,552,578,2
1897,1020,140,660,495,557,603,2
1898,1050,124,690,465,582,598,2
1899,990,136,705,465,542,588,2
1900,960,188,675,450,567,583,2
1901,930,188,690,450,547,573,2
1902,940,172,690,434,542,578,2
1903,930,185,660,449,552,568,2
1904,870,234,675,449,536,574,2
1905,900,277,675,464,576,604,2
1906,930,230,705,480,552,609,2
1907,869,252,675,465,541,588,2
1908,900,215,645,480,536,584,2
1909,900,226,645,465,556,574,2
1910,970,175,660,495,551,599,2
1911,920,274,675,495,581,619,2
1912,1000,193,705,495,581,619,2
1913,971,161,690,495,536,604,2
1914,930,205,645,465,566,574,2
1915,1000,132,675,450,581,559,2
1916,920,215,705,480,536,604,2
1917,960,175,660,464,551,589,2
1918,1010,135,675,479,545,605,2
1919,1010,145,674,464,565,595,2
1920,950,179,690,464,540,590,2
1921,960,188,675,465,550,600,2
1922,1031,191,690,540,542,680,2
1923,959,176,660,480,541,598,2
1924,1020,162,675,480,576,614,2
1925,1010,181,690,480,606,594,2
1926,1010,123,735,465,546,594,2
1927,960,223,690,495,551,639,2
1928,931,300,720,510,552,679,2
1929,1070,125,690,465,597,603,2
1930,1031,126,735,480,543,618,2
1931,1100,101,690,494,568,642,2
1932,1042,231,646,479,581,1743,2
1933,919,222,705,464,560,589,2
1934,1010,127,660,480,560,580,2
1935,1021,165,690,495,566,625,2
1936,1040,225,705,510,621,649,2
1937,1011,329,750,570,642,699,2
1938,850,226,735,450,537,543,2
1939,970,216,660,480,587,603,2
1940,1010,153,705,495,557,613,2
1941,1010,137,690,465,552,598,2
1942,1000,105,660,465,537,573,2
1943,920,189,660,465,522,588,2
1944,1010,147,645,480,557,603,2
1945,1020,142,690,464,572,598,2
1946,870,219,690,449,521,569,2
1947,1070,153,659,450,556,1714,2
1948,933,194,675,450,564,569,2
1949,980,170,690,480,545,606,2
1950,971,195,675,480,561,610,2
1951,991,185,690,480,572,609,2
1952,1000,148,705,465,552,598,2
1953,1090,144,690,465,548,1743,2
1954,910,190,660,450,538,562,2
1955,970,178,660,465,563,587,2
1956,1021,157,690,480,574,607,2
1957,120,179,720,464,570,612,2
1958,960,207,704,479,555,615,2
1959,980,173,690,464,560,600,2
1960,940,204,675,479,555,595,2
1961,910,252,690,480,555,615,2
1962,952,198,675,495,537,615,2
1963,980,238,660,450,537,1713,2
1964,950,179,660,450,557,573,2
1965,1020,149,690,465,572,598,2
1966,890,225,690,465,537,583,2
1967,890,243,660,450,567,573,2
1968,890,246,675,465,567,573,2
1969,820,296,675,450,562,558,2
1970,930,206,675,479,547,593,2
1971,940,195,660,479,547,593,2
1972,971,185,660,464,582,579,2
1973,963,198,705,480,560,603,2
1974,961,215,690,480,570,610,2
1975,950,235,705,465,590,600,2
1976,1091,122,720,495,596,625,2
1977,1030,189,720,510,586,634,2
1978,940,247,720,480,576,614,2
1979,910,261,720,465,571,609,2
1980,1020,151,705,480,566,614,2
1981,930,232,690,480,566,604,2
1982,940,209,675,480,561,589,2
1983,870,271,690,450,571,579,2
1984,900,222,690,465,546,584,2
1985,930,254,675,479,581,609,2
1986,870,265,705,464,550,590,2
1987,980,177,675,464,570,590,2
1988,910,248,690,479,560,600,2
1989,900,253,690,465,565,595,2
1990,911,241,690,465,571,590,2
1991,940,188,690,465,546,584,2
1992,870,249,660,465,541,579,2
1993,910,215,660,465,546,584,2
1994,860,247,660,450,546,564,2
1995,880,246,660,465,551,579,2
1996,890,210,675,435,541,559,2
1997,850,272,660,465,546,584,2
1998,950,165,660,465,541,579,2
1999,950,194,660,464,566,584,2
2000,880,261,690,449,576,574,2
2001,950,181,675,449,590,550,2
2002,910,230,705,464,560,580,2
2003,960,192,690,465,565,595,2
2004,861,266,675,465,556,575,2
2005,930,189,675,465,536,584,2
2006,900,222,645,480,541,589,2
2007,960,159,645,465,551,569,2
2008,940,164,660,465,536,574,2
2009,880,246,660,435,571,559,2
2010,110,210,675,495,541,599,2
2011,960,174,660,465,556,584,2
2012,881,234,675,450,552,569,2
2013,920,197,675,450,547,573,2
2014,971,163,675,449,563,578,2
2015,930,184,676,464,543,577,2
2016,920,206,660,464,547,583,2
2017,1031,132,675,464,578,593,2
2018,1030,176,705,480,603,607,2
2019,992,209,735,480,590,612,2
2020,1031,175,720,495,586,625,2
2021,960,218,705,480,581,599,2
2022,890,273,705,465,581,589,2
2023,880,287,705,465,581,589,2
2024,1000,171,720,465,576,604,2
2025,921,206,690,480,537,594,2
2026,900,231,660,465,552,588,2
2027,980,169,675,480,547,603,2
2028,960,178,660,480,547,593,2
2029,971,159,675,464,537,594,2
2030,950,199,674,464,547,603,2
2031,900,232,675,449,562,578,2
2032,860,252,675,449,557,563,2
2033,890,237,675,465,547,583,2
2034,930,199,675,465,537,593,2
2035,890,264,660,480,557,603,2
2036,840,285,675,450,562,568,2
2037,960,164,675,465,552,578,2
2038,920,230,660,480,562,588,2
2039,900,239,690,480,532,608,2
2040,930,245,660,480,572,608,2
2041,900,236,690,480,542,598,2
2042,970,169,660,465,557,583,2
2043,970,182,690,464,562,598,2
2044,930,185,675,464,542,578,2
2045,960,187,661,479,551,599,2
2046,940,185,660,479,541,589,2
2047,890,246,660,465,556,584,2
2048,870,245,675,465,536,584,2
2049,960,166,675,450,541,589,2
2050,990,165,675,480,546,614,2
2051,1050,168,675,510,581,639,2
2052,1030,153,720,480,571,619,2
2053,1010,195,720,480,581,629,2
2054,960,201,690,495,566,604,2
2055,890,237,675,480,541,589,2
2056,1050,113,675,495,541,629,2
2057,1010,151,675,464,571,599,2
2058,920,200,675,464,551,569,2
2059,870,249,660,479,530,590,2
2060,930,232,659,479,560,610,2
2061,1000,180,705,479,555,625,2
2062,950,185,690,465,540,600,2
2063,991,168,675,465,561,600,2
2064,1020,171,690,480,591,609,2
2065,930,209,720,465,546,594,2
2066,950,185,675,465,546,594,2
2067,940,201,675,450,571,579,2
2068,890,255,690,480,551,599,2
2069,930,209,675,465,551,589,2
2070,900,251,675,480,556,604,2
2071,980,168,690,449,566,584,2
2072,930,235,690,480,566,604,2
2073,860,280,690,449,566,574,2
2074,930,232,675,494,565,605,2
2075,940,195,690,479,535,605,2
2076,900,226,660,450,555,575,2
2077,871,257,675,465,546,585,2
2078,981,188,675,480,562,609,2
2079,820,335,690,465,567,593,2
2080,1021,165,705,480,572,618,2
2081,950,215,705,480,557,613,2
2082,900,232,690,465,542,598,2
2083,990,163,660,495,547,613,2
2084,1040,134,690,450,587,593,2
2085,940,201,720,464,552,598,2
2086,960,212,675,480,577,603,2
2087,922,218,705,449,563,578,2
2088,892,259,676,464,574,578,2
2089,931,280,705,494,586,626,2
2090,769,426,720,494,570,629,2
2091,870,237,705,450,525,585,2
2092,831,272,630,450,556,555,2
2093,860,267,660,465,561,569,2
2094,861,293,675,465,582,579,2
2095,890,241,705,465,552,588,2
2096,911,237,675,465,563,588,2
2097,870,351,705,450,638,592,2
2098,850,150,705,405,528,472,2
2099,910,222,660,495,513,627,2
2100,960,175,630,480,543,597,2
2101,951,206,660,494,548,612,2
2102,990,125,660,479,527,593,2
2103,960,222,644,509,562,628,2
2104,1050,172,690,525,577,653,2
2105,1040,220,735,495,607,653,2
2106,1030,249,780,495,612,668,2
2107,980,245,765,510,567,663,2
2108,1050,177,705,495,597,633,2
2109,1050,220,750,495,622,648,2
2110,940,296,765,495,602,638,2
2111,1040,233,750,495,637,643,2
2112,910,338,780,495,612,638,2
2113,1040,224,765,495,622,648,2
2114,970,235,765,465,602,608,2
2115,930,288,750,494,577,643,2
2116,860,340,720,464,591,609,2
2117,950,220,735,464,561,609,2
2118,1030,161,705,479,576,624,2
2119,990,190,720,465,571,609,2
2120,950,240,720,480,561,629,2
2121,920,269,690,480,581,609,2
2122,910,279,720,480,571,619,2
2123,940,251,720,465,577,614,2
2124,939,228,735,465,546,623,2
2125,970,194,690,465,561,609,2
2126,970,216,690,480,581,609,2
2127,980,193,705,480,576,604,2
2128,930,250,705,480,572,609,2
2129,929,265,720,479,571,628,2
2130,910,254,705,479,555,615,2
2131,910,267,690,479,565,615,2
2132,1080,129,719,465,590,620,2
2133,980,274,750,510,590,670,2
2134,2441,610,750,675,2216,835,1
2135,1220,192,2385,615,636,784,1
2136,1080,165,765,540,581,669,2
2137,970,223,705,495,581,619,2
2138,1000,188,705,495,571,619,2
2139,1000,174,720,465,566,614,2
2140,1040,154,705,480,581,619,2
2141,990,209,720,479,581,619,2
2142,960,229,720,479,571,620,2
2143,1010,189,705,479,585,615,2
2144,920,262,719,479,575,615,2
2145,950,231,705,480,580,610,2
2146,930,249,705,480,575,605,2
2147,961,234,705,495,576,625,2
2148,971,235,720,495,572,639,2
2149,990,212,720,480,582,628,2
2150,970,225,720,480,582,618,2
2151,1050,163,720,495,587,633,2
2152,910,274,720,480,577,613,2
2153,940,236,705,480,572,608,2
2154,990,183,705,465,582,598,2
2155,940,244,705,494,572,618,2
2156,1020,170,705,509,547,644,2
2157,921,273,689,479,578,623,2
2158,930,254,705,480,583,607,2
2159,960,217,720,480,563,617,2
2160,951,229,705,465,574,607,2
2161,1012,177,705,480,581,611,2
2162,960,203,705,480,566,604,2
2163,890,270,690,480,556,604,2
2164,940,230,690,480,556,614,2
2165,960,208,675,480,571,599,2
2166,920,238,705,480,546,614,2
2167,951,234,675,480,581,609,2
2168,990,189,705,480,576,604,2
2169,951,248,705,494,577,624,2
2170,940,238,705,464,586,594,2
2171,960,238,734,479,571,629,2
2172,960,227,705,480,576,614,2
2173,970,176,705,465,556,594,2
2174,970,186,675,480,561,599,2
2175,980,176,690,465,566,594,2
2176,881,275,690,480,557,604,2
2177,900,257,675,480,562,598,2
2178,920,242,690,480,562,608,2
2179,880,246,675,465,552,578,2
2180,870,251,660,465,557,573,2
2181,880,261,675,465,567,583,2
2182,850,311,690,480,567,603,2
2183,940,194,690,465,552,588,2
2184,930,205,675,464,552,588,2
2185,940,208,675,479,546,604,2
2186,830,340,659,494,561,609,2
2187,940,217,675,479,566,594,2
2188,910,220,690,465,541,589,2
2189,930,195,660,450,561,569,2
2190,1060,151,675,510,587,624,2
2191,1019,166,735,480,561,628,2
2192,1040,139,690,480,571,609,2
2193,1000,198,720,495,556,644,2
2194,900,270,675,495,556,614,2
2195,910,243,675,495,546,614,2
2196,1010,197,660,525,571,639,2
2197,990,205,705,479,586,614,2
2198,890,298,720,479,576,614,2
