,bothfoot_L,swing_L,bothfoot_R,swing_R,stand_L,stand_R,cluster_id
576,820,513,765,645,550,790,2
577,771,554,675,585,621,710,2
578,800,523,750,585,616,714,2
579,730,624,720,555,701,659,2
580,690,563,795,525,641,619,2
581,860,537,825,540,676,724,2
582,792,564,735,615,687,674,2
583,840,553,840,585,662,738,2
584,700,571,690,584,667,613,2
585,830,528,750,614,661,699,2
586,810,521,719,659,621,719,2
587,780,525,660,645,626,684,2
588,890,584,690,675,741,739,2
589,780,542,810,600,661,669,2
590,830,544,765,585,691,689,2
591,800,557,780,600,671,689,2
592,740,586,825,495,681,649,2
593,790,589,840,540,681,699,2
594,830,585,810,615,676,744,2
595,780,584,795,570,681,689,2
596,650,631,825,420,717,564,2
597,789,629,885,524,726,693,2
598,780,649,900,509,746,684,2
599,850,623,900,569,755,725,2
600,840,623,809,644,770,700,2
601,800,552,915,540,675,685,2
602,801,582,825,540,701,690,2
603,820,550,870,540,661,709,2
604,760,640,705,615,742,659,2
605,789,464,915,540,546,713,2
606,640,437,630,480,516,564,2
607,640,499,615,480,561,579,2
608,690,494,690,465,596,594,2
609,690,521,720,465,631,589,2
610,670,480,735,479,565,585,2
611,690,513,705,449,620,590,2
612,700,494,735,480,605,595,2
613,622,560,735,420,632,550,2
614,712,461,735,510,569,613,2
615,621,500,645,465,580,541,2
616,670,594,735,450,665,605,2
617,540,664,720,420,735,475,2
618,710,621,870,540,665,675,2
619,682,563,735,540,642,610,2
620,710,532,735,525,632,618,2
621,710,586,705,570,657,643,2
622,650,537,720,510,617,573,2
623,680,544,690,524,631,599,2
624,731,575,719,584,637,674,2
625,652,595,720,524,644,608,2
626,651,563,720,480,664,556,2
627,712,592,765,570,641,671,2
628,760,564,825,495,651,679,2
629,920,539,765,690,656,804,2
630,800,551,750,585,681,679,2
631,830,556,780,630,661,729,2
632,860,532,120,570,666,734,2
633,820,550,735,630,671,699,2
634,800,562,855,510,676,694,2
635,800,561,750,584,711,659,2
636,760,517,870,479,641,640,2
637,790,517,779,539,630,680,2
638,771,494,765,509,626,645,2
639,750,533,675,615,626,664,2
640,801,594,765,540,722,679,2
641,802,564,780,645,669,703,2
642,791,621,750,585,755,666,2
643,861,469,840,645,601,730,2
644,681,418,735,465,502,599,2
645,610,478,615,420,557,533,2
646,770,493,675,555,597,673,2
647,730,489,645,540,632,588,2
648,740,487,690,569,602,628,2
649,660,478,750,419,571,569,2
650,670,496,704,434,601,569,2
651,740,428,750,464,556,614,2
652,680,411,675,480,501,599,2
653,660,420,555,525,501,579,2
654,620,446,600,435,536,534,2
655,640,425,630,480,496,574,2
656,660,413,600,450,526,554,2
657,670,412,645,450,521,569,2
658,660,458,615,480,546,574,2
659,710,394,585,525,546,564,2
660,690,443,615,495,576,564,2
661,680,415,690,464,521,579,2
662,620,403,615,419,516,514,2
663,520,423,585,404,475,475,2
664,580,407,584,404,475,515,2
665,520,416,644,284,486,454,2
666,580,412,615,374,495,505,2
667,600,395,600,404,490,510,2
668,640,387,540,495,485,545,2
669,580,404,600,390,485,505,2
670,491,433,525,390,501,430,2
671,530,390,525,420,476,444,2
672,530,388,570,345,481,439,2
673,530,371,585,345,452,449,2
674,569,388,585,345,481,478,2
675,530,403,600,315,506,434,2
676,520,408,615,345,476,454,2
677,530,376,570,345,471,439,2
678,540,371,585,345,461,459,2
679,530,371,104,330,471,439,2
680,550,411,495,449,496,474,2
681,570,385,585,374,496,464,2
682,580,386,616,359,490,480,2
683,570,388,599,389,460,500,2
684,600,373,540,405,495,485,2
685,632,408,585,450,502,540,2
686,570,423,570,405,527,473,2
687,580,429,615,420,502,508,2
688,640,361,615,420,468,533,2
689,629,457,495,510,552,537,2
690,620,412,675,390,527,513,2
691,680,396,660,420,527,553,2
692,640,429,540,540,517,553,2
693,620,469,585,450,572,518,2
694,680,436,705,449,537,583,2
695,630,454,660,404,562,528,2
696,660,412,119,405,532,548,2
697,670,449,630,464,557,563,2
698,650,474,705,419,561,569,2
699,560,495,585,434,601,459,2
700,621,452,720,405,556,524,2
701,610,422,690,375,531,509,2
702,540,464,630,360,551,459,2
703,620,478,660,420,571,529,2
704,620,418,690,420,501,539,2
705,630,441,615,435,531,549,2
706,610,451,645,405,551,519,2
707,610,432,570,510,521,529,2
708,630,498,540,540,571,559,2
709,640,462,720,405,556,554,2
710,620,457,134,390,541,539,2
711,640,450,660,434,536,554,2
712,690,450,630,494,550,590,2
713,680,423,674,449,535,575,2
714,750,427,585,569,560,620,2
715,700,430,630,479,580,550,2
716,660,428,645,495,530,560,2
717,691,405,600,495,536,565,2
718,630,466,630,450,556,544,2
719,660,442,675,435,556,554,2
720,630,426,660,405,551,509,2
721,680,417,675,435,541,559,2
722,800,511,675,540,646,674,2
723,640,556,735,495,616,584,2
724,680,487,780,420,586,584,2
725,680,467,720,450,566,584,2
726,730,469,675,509,581,619,2
727,712,498,705,524,562,650,2
728,700,536,614,509,677,563,2
729,710,477,735,540,592,598,2
730,691,489,645,540,588,593,2
731,772,485,660,570,620,642,2
732,691,515,660,540,631,580,2
733,691,472,795,420,587,584,2
734,740,474,630,585,592,628,2
735,770,500,705,540,617,653,2
736,790,509,690,600,627,673,2
737,801,507,120,480,633,678,2
738,730,464,795,465,573,627,2
739,721,464,615,584,564,627,2
740,731,496,705,494,595,636,2
741,751,478,616,629,581,650,2
742,710,473,645,539,585,605,2
743,701,467,615,569,571,600,2
744,733,461,705,480,589,614,2
745,721,472,735,465,590,611,2
746,650,539,735,450,595,595,2
747,691,496,630,555,601,590,2
748,731,553,615,615,661,629,2
749,700,500,825,435,601,599,2
750,850,501,765,555,632,719,2
751,750,448,780,495,557,643,2
752,761,427,570,630,548,643,2
753,653,445,585,494,570,533,2
754,671,475,689,464,567,585,2
755,651,474,660,479,557,574,2
756,700,485,659,509,577,613,2
757,781,533,720,570,608,713,2
758,651,491,645,540,574,577,2
759,742,495,615,600,601,641,2
760,661,496,630,570,562,599,2
761,800,517,120,525,637,683,2
762,810,525,795,540,642,698,2
763,790,517,795,540,617,693,2
764,811,851,765,540,974,688,2
765,1169,865,1260,659,1093,946,1
766,1560,704,1305,989,1067,1203,1
767,1360,906,1260,1124,952,1318,1
768,1300,897,1124,915,1112,1088,1
769,1480,815,1230,1095,1087,1213,1
770,1420,816,1215,990,1122,1118,1
771,1721,970,1305,1110,1398,1293,1
772,1950,873,2175,705,1348,1482,1
773,2090,787,1905,899,1422,1458,1
774,1600,786,1905,689,1217,1173,1
775,2041,851,1785,810,1522,1378,1
776,2010,854,2130,720,1542,1328,1
777,1540,955,2160,630,1252,1248,1
778,1370,1010,1620,795,1217,1163,1
779,1930,1037,1605,1124,1457,1513,1
780,2130,1365,1680,1259,2016,1484,1
781,219,1541,2925,990,2401,1899,1
782,2750,1328,3375,960,2146,1934,1
783,2020,1269,2820,914,2171,1589,1
784,2970,1128,2910,1139,2220,1880,1
785,400,1146,2895,1050,2295,1725,1
786,2281,843,2835,1020,1571,1560,1
787,2030,924,2085,1005,1441,1519,1
788,1660,1118,1725,915,1581,1199,1
789,1300,987,2071,599,1200,1090,1
790,1671,860,1350,1005,1376,1155,1
791,1270,916,1470,885,1211,979,1
792,1202,753,1365,810,998,964,1
793,1223,740,1140,840,981,982,1
794,1131,721,1080,780,982,879,1
795,1060,699,1140,765,837,923,1
796,1180,756,930,824,1022,918,1
797,1100,659,1125,809,846,914,1
798,1220,711,960,840,986,954,1
799,1200,685,1095,855,926,964,1
800,1660,890,1065,1230,1181,1369,1
801,1280,870,1305,810,1216,934,1
802,1320,966,270,705,1241,1049,1
803,1550,862,1530,855,1276,1144,1
804,1810,808,1590,974,1331,1289,1
805,1440,809,1485,974,1120,1130,1
806,1572,824,1335,855,1167,1235,1
807,1712,838,1335,1155,1229,1323,1
808,1741,1135,1425,1125,1560,1321,1
809,1270,769,1665,870,1065,975,1
810,1372,840,1215,899,1162,1050,1
811,1350,895,1290,929,1191,1059,1
812,1370,932,1334,1050,1116,1194,1
813,1230,817,1245,855,1066,984,1
814,1300,814,1200,915,1071,1049,1
815,1300,814,1155,930,1106,1014,1
816,1341,860,1230,885,1201,1009,1
817,1250,731,1290,900,1001,989,1
818,1190,797,1140,840,1011,979,1
819,1690,681,1155,1169,1056,1315,1
820,1379,656,1244,899,950,1089,1
821,1261,717,1065,855,1011,970,1
822,1152,884,1155,825,1073,969,1
823,1500,698,1320,1035,918,1282,1
824,1210,773,1065,840,1003,987,1
825,1070,818,1125,720,1048,842,1
826,1120,889,1140,794,1123,887,1
827,1200,1096,1410,719,1292,1008,1
828,1270,891,1454,944,1062,1108,1
829,1451,869,1185,930,1163,1158,1
830,1072,713,1260,780,915,877,1
831,1271,705,1050,915,931,1050,1
832,1031,811,1050,705,1018,824,1
833,1110,798,1140,765,1022,887,1
834,1130,633,1125,750,812,958,1
835,980,811,870,779,953,838,1
836,1109,657,1245,629,846,923,1
837,1150,738,915,915,906,984,1
838,971,737,150,600,892,819,2
839,1070,872,1095,705,1042,908,1
840,1121,790,1110,735,958,953,1
841,1051,705,165,645,888,872,2
842,1481,752,1020,1080,1028,1212,1
843,1200,656,1170,824,893,967,1
844,1120,730,1005,839,897,953,1
845,1110,646,1110,734,812,948,1
846,1040,776,915,765,952,868,1
847,970,794,1155,645,922,848,1
848,950,671,990,705,857,773,1
849,920,647,105,615,792,778,2
850,1020,671,885,765,842,858,1
851,1000,622,930,750,792,838,2
852,960,688,900,690,852,798,2
853,1180,573,975,869,766,994,1
854,1030,664,869,734,861,839,1
855,990,726,945,750,886,834,1
856,970,683,975,765,806,854,1
857,1000,808,870,795,951,859,1
858,1080,612,1080,765,806,894,1
859,930,769,915,660,931,769,1
860,970,766,1020,720,931,809,1
861,1100,684,960,720,891,899,1
862,980,791,1036,703,922,849,1
863,1189,684,1185,719,896,983,1
864,1080,753,1035,734,965,875,1
865,1161,678,1020,839,946,895,1
866,1030,735,1050,765,901,869,1
867,970,677,990,750,811,839,1
868,980,661,915,720,826,824,2
869,1090,695,930,780,906,884,1
870,1040,682,1065,765,806,924,1
871,980,756,885,720,941,799,1
872,1140,659,1020,869,851,949,1
873,1020,657,945,749,835,845,1
874,1080,698,930,780,905,875,1
875,960,550,1020,690,705,805,2
876,980,937,780,690,1155,765,1
877,1032,654,1425,615,807,885,1
878,1060,605,870,840,767,903,1
879,950,751,885,675,917,793,1
880,970,704,1080,615,902,778,1
881,970,726,960,735,907,793,1
882,1211,701,990,884,952,969,1
883,1160,748,1035,854,972,938,1
884,1044,650,165,660,821,873,2
885,1190,898,960,840,1111,979,1
886,1340,896,1305,885,1161,1079,1
887,1400,944,1260,975,1276,1074,1
888,1300,794,1440,885,1051,1049,1
889,1420,740,1155,1065,991,1169,1
890,1270,792,1065,870,1021,1049,1
891,1230,691,1185,884,880,1050,1
892,970,654,960,735,815,815,1
893,1081,691,915,795,886,895,1
894,880,574,120,570,681,779,2
895,1881,657,720,1545,836,1704,1
896,940,626,945,720,741,829,2
897,1170,623,945,810,786,1014,1
898,951,629,945,645,777,804,2
899,770,424,975,494,507,693,2
900,630,477,615,449,551,559,2
901,670,430,674,434,541,559,2
902,670,429,690,434,516,584,2
903,660,450,630,465,531,579,2
904,600,518,600,465,586,534,2
905,620,479,720,405,561,539,2
906,691,511,705,450,616,594,2
907,760,514,765,480,651,629,2
908,740,496,765,510,616,624,2
909,760,567,675,585,686,644,2
910,770,506,855,510,601,679,2
911,790,468,660,585,616,644,2
912,740,481,104,465,601,629,2
913,740,521,750,464,656,614,2
914,680,487,765,464,596,574,2
915,720,540,765,449,640,620,2
916,771,493,779,494,635,635,2
917,760,478,780,510,585,655,2
918,751,496,720,495,621,630,2
919,800,542,675,615,681,669,2
920,860,645,750,630,811,699,2
921,850,546,825,675,711,689,2
922,950,492,780,705,676,774,2
923,1050,586,735,765,816,824,2
924,760,673,825,599,831,609,2
925,900,587,1035,569,716,774,2
926,900,567,885,584,715,755,2
927,991,565,824,749,701,860,2
928,940,606,810,660,781,769,2
929,870,599,825,660,766,704,2
930,861,513,825,645,677,704,2
931,810,537,120,525,692,658,2
932,922,554,165,600,704,778,2
933,832,579,120,555,721,691,2
934,761,572,780,600,682,659,2
935,790,504,825,525,632,668,2
936,750,531,780,494,647,643,2
937,810,566,795,524,707,673,2
938,790,531,780,584,671,659,2
939,800,522,735,614,651,679,2
940,840,541,750,585,706,684,2
941,860,523,870,555,671,719,2
942,770,532,825,510,646,664,2
943,850,513,675,690,651,719,2
944,781,549,705,615,662,669,2
945,760,535,810,495,657,643,2
946,770,532,135,495,662,648,2
947,790,495,840,495,617,673,2
948,820,470,660,660,587,703,2
949,800,526,675,585,657,673,2
950,750,554,705,584,676,634,2
951,771,558,134,494,656,674,2
952,860,497,119,569,651,709,2
953,800,543,795,525,681,669,2
954,710,468,705,585,571,609,2
955,760,507,675,540,626,644,2
956,770,522,780,465,681,619,2
957,811,545,855,510,677,684,2
958,730,545,840,480,637,643,2
959,880,606,705,630,792,698,2
960,890,575,975,570,717,753,2
961,860,534,915,509,692,708,2
962,800,579,885,479,707,673,2
963,830,839,930,494,951,719,2
964,0,436,0,0,0,0,0
965,0,452,0,480,456,0,0
966,671,773,465,555,887,564,2
967,0,450,0,0,0,0,0
968,460,428,0,480,432,458,0
969,721,593,465,630,657,663,2
970,0,444,0,0,0,0,0
971,0,508,0,495,492,0,0
972,760,602,615,585,662,708,2
973,0,501,0,435,451,0,0
974,510,417,495,420,466,464,2
975,600,486,540,465,551,539,2
976,750,437,645,600,496,694,2
977,0,433,0,404,431,0,0
978,490,414,450,464,425,485,2
979,590,495,509,449,555,535,2
980,630,462,584,554,515,585,2
981,511,413,540,465,441,490,2
982,571,397,510,420,482,489,2
983,0,491,0,0,0,0,0
984,0,458,0,0,0,0,0
985,0,448,0,450,512,0,0
986,811,692,585,630,808,703,2
987,660,427,870,510,518,572,2
988,690,458,645,450,573,577,2
989,760,502,735,465,643,627,2
990,900,516,750,660,653,767,2
991,712,459,780,464,579,593,2
992,711,465,719,464,576,605,2
993,740,481,735,464,605,625,2
994,780,619,735,509,760,640,2
995,822,485,810,645,617,695,2
996,680,405,735,480,492,598,2
997,640,420,585,450,517,543,2
998,800,519,615,615,607,713,2
999,700,456,750,450,567,593,2
1000,660,464,690,435,572,558,2
1001,760,550,690,525,667,643,2
1002,780,535,105,525,637,683,2
1003,720,522,675,584,627,623,2
1004,720,464,780,449,587,603,2
1005,760,463,720,509,587,643,2
1006,730,551,735,494,637,644,2
1007,699,527,660,599,606,623,2
1008,780,485,735,525,616,654,2
1009,770,490,765,510,601,659,2
1010,711,502,750,465,606,614,2
1011,740,456,765,495,546,654,2
1012,790,538,585,645,646,684,2
1013,820,473,705,630,611,689,2
1014,700,423,765,450,526,604,2
1015,820,434,630,585,571,689,2
1016,730,530,660,525,646,614,2
1017,770,451,810,495,571,659,2
1018,790,428,690,524,576,644,2
1019,750,504,735,479,621,639,2
1020,670,481,735,449,595,565,2
1021,720,420,630,569,535,605,2
1022,700,450,690,435,560,590,2
1023,620,624,705,420,685,565,2
1024,860,531,780,660,645,755,2
1025,722,567,780,525,631,660,2
1026,841,516,765,585,642,719,2
1027,720,531,795,480,627,633,2
1028,750,565,810,450,687,633,2
1029,790,522,825,570,612,708,2
1030,760,472,750,495,607,633,2
1031,770,430,750,494,562,638,2
1032,750,500,675,509,627,623,2
1033,770,633,660,614,761,649,2
1034,800,494,915,494,651,649,2
1035,780,478,795,510,606,654,2
1036,800,477,750,510,626,654,2
1037,820,521,750,540,686,664,2
1038,750,514,735,585,636,634,2
1039,790,428,780,510,566,654,2
1040,810,482,660,569,636,664,2
1041,721,570,705,555,676,624,2
1042,780,497,825,525,606,674,2
1043,830,608,735,584,726,714,2
1044,930,508,915,569,680,760,2
1045,850,624,869,539,750,730,2
1046,970,665,854,794,740,900,2
1047,0,925,0,0,0,0,0
1048,1281,907,134,810,1156,1035,1
1049,1240,838,1230,915,971,1109,1
1050,1440,824,1155,990,1095,1175,1
1051,1340,853,1199,915,1181,1019,1
1052,1220,922,1365,794,1171,979,1
1053,1330,1005,164,839,1215,1125,1
1054,1562,854,120,930,1087,1335,1
1055,1392,905,1260,975,1154,1148,1
1056,1272,832,1200,945,1001,1111,1
1057,1020,1018,1230,735,1076,964,1
1058,1230,911,1365,765,1087,1054,1
1059,1189,904,1170,930,1086,1013,1
1060,1210,823,1380,779,966,1074,1
1061,1340,803,1080,1034,1000,1150,1
1062,1313,876,1245,840,1108,1085,1
1063,1333,891,1410,855,1067,1157,1
1064,1480,872,1200,1005,1221,1138,1
1065,1300,978,1320,990,1191,1089,1
1066,1240,866,1455,795,1051,1059,1
1067,1190,819,1125,825,1006,1004,1
1068,1280,793,1020,855,1046,1034,1
1069,1312,862,1080,853,1097,1085,1
1070,1322,773,1320,930,949,1153,1
1071,1232,848,1125,855,1051,1031,1
1072,1092,871,1155,885,974,989,1
1073,1330,784,1230,900,964,1156,1
1074,1262,888,1065,960,1091,1061,1
1075,1330,885,1200,1035,1076,1144,1
1076,1232,825,1155,974,1008,1054,1
1077,1103,832,1126,825,1000,943,1
1078,1141,801,1020,1005,926,1025,1
1079,1150,786,150,780,946,994,2
1080,1190,927,1110,870,1086,1034,1
1081,1111,900,1305,795,997,1014,1
1082,1300,802,150,960,962,1148,1
1083,1230,707,1080,960,862,1078,1
1084,1021,860,1005,824,922,968,1
1085,940,660,1095,719,707,894,1
1086,1109,713,795,929,811,1018,1
1087,1030,816,1005,735,921,929,1
1088,1081,702,1020,885,807,984,1
1089,1071,623,1020,840,648,1053,1
1090,1041,670,735,930,694,1017,1
1091,1141,745,840,825,920,971,1
1092,1061,743,1095,705,931,880,1
1093,1070,709,1035,794,881,899,1
1094,1110,754,134,735,920,950,2
1095,1030,1210,1080,719,1360,880,1
1096,921,631,1470,794,656,905,1
1097,941,672,780,690,807,814,2
1098,970,692,945,705,827,843,1
1099,770,633,1005,510,722,688,2
1100,950,625,930,585,787,793,2
1101,1050,684,1005,735,787,953,1
1102,1130,1033,945,794,1217,953,1
1103,710,594,1305,584,637,673,2
1104,1040,624,705,824,776,894,2
1105,960,429,885,794,486,904,2
1106,520,383,0,0,1396,0,0
1107,0,153,0,794,0,0,0
1108,4510,607,1080,510,761,4359,3
1109,1080,727,840,780,951,859,1
1110,5330,618,1230,360,5311,639,4
1111,8421,635,1049,794,8161,900,4
1112,2870,811,975,660,1012,2678,1
1113,1071,635,1065,854,801,909,1
1114,1120,985,900,810,1201,909,1
1115,6580,1068,6120,1215,1517,6134,3
1116,120,3535,4741,839,7576,4064,4
1117,881,510,914,570,653,738,2
1118,830,643,795,555,783,697,2
1119,390,964,0,0,6743,0,4
1120,861,631,901,539,773,728,2
1121,821,639,960,525,749,712,2
1122,731,667,915,495,740,661,2
1123,950,742,795,750,895,805,2
1124,1102,637,990,855,792,950,1
1125,881,686,870,690,803,768,2
1126,980,659,195,600,793,847,2
1127,1004,563,855,675,732,842,2
1128,921,625,900,614,767,784,2
1129,903,667,870,629,840,733,2
1130,1022,629,149,644,812,840,2
1131,1041,636,885,795,813,868,1
1132,861,686,900,675,789,762,2
1133,860,617,120,540,754,726,2
1134,1023,676,120,645,897,806,2
1135,821,491,990,630,598,723,2
1136,930,437,180,435,617,753,2
1137,720,467,735,480,592,598,2
1138,710,441,720,465,567,593,2
1139,710,474,660,510,587,603,2
1140,660,420,705,480,482,598,2
1141,670,397,600,465,487,583,2
1142,651,417,600,450,508,563,2
1143,660,409,615,450,513,557,2
1144,650,408,630,465,478,582,2
1145,0,423,0,0,528,0,0
1146,630,411,345,449,498,552,2
1147,650,404,600,449,507,553,2
1148,630,415,614,434,507,543,2
1149,651,402,615,435,518,543,2
1150,640,397,615,450,493,547,2
1151,650,409,600,450,503,557,2
1152,661,422,615,435,544,547,2
1153,671,418,660,435,540,551,2
1154,691,417,660,465,526,585,2
1155,791,441,645,615,498,734,2
1156,749,425,585,585,507,672,2
1157,760,457,645,525,557,663,2
1158,840,401,720,600,487,763,2
1159,691,417,615,480,503,608,2
1160,671,457,615,464,553,577,2
1161,730,428,705,449,557,603,2
1162,730,445,690,464,582,598,2
1163,871,456,705,689,518,813,2
1164,720,419,645,510,503,637,2
1165,841,356,675,555,474,727,2
1166,851,363,630,555,510,711,2
1167,790,337,645,510,485,645,2
1168,730,437,600,480,575,595,2
1169,780,372,690,450,595,565,2
1170,741,436,735,480,561,620,2
1171,751,436,690,495,567,624,2
1172,810,543,720,540,667,693,2
1173,830,432,840,495,602,668,2
1174,760,430,750,464,577,613,2
1175,720,421,705,464,557,593,2
1176,690,432,675,464,546,584,2
1177,680,412,660,449,536,564,2
1178,681,424,645,450,552,559,2
1179,670,411,660,450,532,558,2
1180,690,409,645,450,537,563,2
1181,690,428,645,465,547,573,2
1182,700,424,660,465,552,578,2
1183,690,423,675,450,547,573,2
1184,690,417,660,450,547,563,2
1185,690,420,660,450,547,563,2
1186,690,422,660,450,557,563,2
1187,690,428,660,480,537,583,2
1188,700,419,660,450,547,573,2
1189,740,399,660,510,516,624,2
1190,740,471,629,449,656,564,2
1191,750,428,794,480,561,619,2
1192,710,413,690,450,551,579,2
1193,710,420,675,465,541,589,2
1194,710,413,660,450,561,569,2
1195,700,423,675,465,551,579,2
1196,720,400,675,465,531,589,2
1197,710,371,645,480,496,594,2
1198,5760,450,3510,1305,796,5414,3
1199,800,404,975,479,551,659,2
1200,760,375,675,464,550,590,2
1201,720,399,674,449,545,575,2
1202,750,391,675,465,546,595,2
1203,739,406,660,465,570,579,2
1204,750,428,705,480,565,615,2
1205,711,417,690,465,541,590,2
1206,720,414,675,450,556,584,2
1207,730,412,660,495,551,599,2
1208,710,400,660,480,521,589,2
1209,700,420,630,465,547,574,2
1210,699,420,660,465,541,578,2
1211,700,409,660,435,556,554,2
1212,690,406,675,465,516,584,2
1213,700,413,630,479,526,594,2
1214,680,406,630,449,536,554,2
1215,690,403,645,449,540,560,2
1216,700,429,645,464,560,570,2
1217,710,426,675,480,545,595,2
1218,720,402,645,495,535,595,2
1219,680,423,645,465,535,575,2
1220,691,409,645,465,526,575,2
1221,700,425,645,465,546,584,2
1222,731,389,660,450,557,564,2
1223,711,417,660,465,563,568,2
1224,740,376,675,465,543,577,2
1225,700,408,660,435,558,552,2
1226,740,482,660,540,588,642,2
1227,730,456,660,524,593,597,2
1228,750,420,675,539,548,622,2
1229,740,432,630,509,587,593,2
1230,811,355,660,539,558,613,2
1231,841,314,645,525,549,612,2
1232,780,418,645,570,534,666,2
1233,701,487,660,465,600,591,2
1234,721,413,690,540,511,630,2
1235,811,380,585,540,577,614,2
1236,740,423,675,510,562,608,2
1237,730,423,645,540,537,623,2
1238,840,344,630,525,572,618,2
1239,811,427,660,570,583,658,2
1240,800,373,720,480,563,617,2
1241,750,410,690,465,568,592,2
1242,710,418,690,479,528,602,2
1243,720,407,645,464,547,583,2
1244,740,372,675,449,542,578,2
1245,700,407,660,449,542,568,2
1246,710,404,660,465,537,583,2
1247,710,400,660,450,538,573,2
1248,719,404,675,435,557,572,2
1249,731,392,675,465,547,583,2
1250,730,379,660,465,532,578,2
1251,711,401,645,450,558,563,2
1252,710,411,660,510,518,612,2
1253,730,392,615,450,583,547,2
1254,780,359,705,450,568,572,2
1255,770,430,690,480,598,602,2
1256,750,432,720,479,588,602,2
1257,720,452,735,419,613,567,2
1258,730,423,736,479,557,603,2
1259,762,416,689,480,569,613,2
1260,761,426,705,465,590,601,2
1261,740,434,720,480,570,610,2
1262,761,422,705,465,591,600,2
1263,810,476,720,495,666,624,2
1264,900,495,825,600,641,759,2
1265,820,444,795,495,621,649,2
1266,800,451,750,510,621,639,2
1267,800,482,765,495,651,639,2
1268,780,541,810,495,676,654,2
1269,820,443,825,525,596,674,2
1270,860,476,735,599,601,739,2
1271,880,478,750,539,670,690,2
1272,730,564,825,449,695,605,2
1273,771,392,840,465,561,610,2
1274,840,677,765,585,731,789,2
1275,830,591,900,525,736,694,2
1276,810,530,870,540,666,674,2
1277,910,449,825,555,646,714,2
1278,950,439,810,525,701,689,2
1279,900,515,885,540,696,724,2
1280,1000,523,885,615,726,804,2
1281,870,493,870,570,656,714,2
1282,820,416,795,494,606,634,2
1283,840,428,735,539,600,670,2
1284,800,445,735,509,605,645,2
1285,770,412,765,465,565,625,2
1286,790,432,705,495,595,635,2
1287,840,390,720,510,595,635,2
1288,811,422,735,480,621,620,2
1289,771,452,735,540,577,654,2
1290,760,433,705,465,607,593,2
1291,1840,223,735,645,1297,773,1
1292,330,1347,0,0,2977,0,2
1293,911,420,3120,629,558,773,1
1294,770,413,675,494,578,612,2
1295,790,439,705,524,577,653,2
1296,800,448,719,554,552,698,2
1297,860,403,720,434,667,603,2
1298,1400,398,1020,855,592,1208,1
1299,900,360,750,495,607,653,2
1300,790,405,765,480,562,638,2
1301,810,406,690,510,582,638,2
1302,840,369,720,480,592,618,2
1303,850,343,735,495,562,638,2
1304,841,344,705,495,553,638,2
1305,800,342,675,465,563,587,2
1306,820,344,675,479,578,592,2
1307,800,371,720,464,573,607,2
1308,760,398,690,479,563,597,2
1309,750,416,690,479,562,608,2
1310,770,393,690,479,562,608,2
1311,770,396,690,480,562,608,2
1312,810,366,675,495,572,608,2
1313,843,427,705,510,630,643,2
1314,841,374,795,495,561,660,2
1315,940,403,690,720,501,849,2
1316,800,370,615,495,561,609,2
1317,900,248,705,495,511,639,2
1318,960,130,465,435,486,2534,1
1319,830,295,630,465,521,609,2
1320,821,307,630,464,557,574,2
1321,900,367,675,569,581,689,2
1322,810,257,750,419,481,589,2
1323,5090,181,480,420,586,4694,3
1324,810,227,705,405,516,524,2
1325,990,292,630,645,531,759,2
1326,4580,123,630,465,501,5199,3
1327,890,290,630,479,571,609,2
1328,830,313,705,389,625,525,2
1329,681,410,719,434,517,574,2
1330,662,414,630,450,519,563,2
1331,712,421,660,420,580,561,2
1332,770,342,675,480,545,575,2
1333,711,378,660,465,511,580,2
1334,771,308,630,435,527,554,2
1335,880,285,675,480,542,628,2
1336,701,398,660,450,532,568,2
1337,700,414,660,435,557,563,2
1338,730,354,675,435,537,553,2
1339,740,340,630,435,552,528,2
1340,810,280,645,465,532,558,2
1341,710,402,660,434,557,563,2
1342,780,325,675,449,541,569,2
1343,810,285,659,449,531,569,2
1344,710,372,659,435,526,564,2
1345,650,387,630,435,501,539,2
1346,740,319,615,435,511,549,2
1347,790,301,615,450,546,554,2
1348,860,269,660,480,536,594,2
1349,710,377,645,450,531,559,2
1350,860,280,660,450,561,579,2
1351,830,322,705,450,566,594,2
1352,850,269,675,450,561,559,2
1353,790,319,675,465,531,579,2
1354,830,302,645,449,576,564,2
1355,980,197,705,509,541,639,2
1356,870,248,660,464,535,585,2
1357,840,273,659,479,515,605,2
1358,770,324,630,450,535,565,2
1359,820,308,660,435,570,560,2
1360,700,428,690,405,605,525,2
1361,741,406,735,480,541,610,2
1362,860,265,660,450,561,569,2
1363,870,210,690,405,546,534,2
1364,901,204,675,480,502,609,2
1365,751,326,615,435,532,548,2
1366,890,223,645,480,527,593,2
1367,810,243,645,420,522,538,2
1368,910,166,630,450,522,558,2
1369,811,287,645,464,512,588,2
1370,820,289,645,464,512,598,2
1371,820,300,630,464,537,584,2
1372,709,402,659,419,576,543,2
1373,913,253,690,510,549,624,2
1374,870,230,675,450,524,576,2
1375,892,267,675,450,561,601,2
1376,841,272,705,420,557,564,2
1377,951,224,690,495,552,628,2
1378,930,226,660,495,557,603,2
1379,910,224,675,465,557,583,2
1380,800,338,690,465,542,598,2
1381,860,266,675,480,517,613,2
1382,1051,167,660,539,538,683,2
1383,1000,190,675,480,573,617,2
1384,880,246,690,479,533,597,2
1385,860,252,660,449,542,578,2
1386,930,216,675,464,552,598,2
1387,812,295,675,450,539,573,2
